name,year,domestic_box_office,international_box_office,worldwide_box_office,opening_weekend,legs,production_budget,theater_counts,mpaa_rating,running_time,genre,production_method,creative_type,production_companies,synopsis,link
Zootopia,2016,341268248,682515947.0,1023784195.0,75063401.0,3.78,150000000.0,9.8,PG,108,Adventure,Digital Animation,Kids Fiction,Walt Disney Pictures,"The modern mammal metropolis of Zootopia is a city like no other. Comprised of habitat neighborhoods like ritzy Sahara Square and frigid Tundratown, it's a melting pot where animals from every environment live together—a place where no matter what you are, from the biggest elephant to the smallest shrew, you can be anything. But when rookie Officer Judy Hopps arrives, she discovers that being the first bunny on a police force of big, tough animals isn't so easy. Determined to prove herself, she jumps at the opportunity to crack a case, even if it means partnering with a fast-talking, scam-artist fox, Nick Wilde, to solve the mystery. ",https://www.the-numbers.com/movie/Zootopia-(2016)#tab=summary
The Hunger Games: Mockingjay - Part 1,2014,337135885,429439246.0,766575131.0,121897634.0,3.78,125000000.0,7.3,PG-13,123,Thriller/Suspense,Live Action,Science Fiction,Lionsgate,"Katniss Everdeen is in District 13 after she literally shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",https://www.the-numbers.com/movie/Hunger-Games-Mockingjay-Part-1-The#tab=summary
Spider-Man 3,2007,336530303,558329927.0,894860230.0,151116516.0,3.78,258000000.0,6.4,PG-13,139,Adventure,Live Action,Super Hero,Columbia Pictures,,https://www.the-numbers.com/movie/Spider-Man-3#tab=summary
Minions,2015,336045770,823585370.0,1159631140.0,115718405.0,3.78,74000000.0,7.8,PG,91,Adventure,Digital Animation,Kids Fiction,Universal Pictures," Starting as single-celled yellow organisms, Minions evolve through the ages, perpetually serving the most despicable of masters. Continuously unsuccessful at keeping these masters-from T. rex to Napoleon-the Minions find themselves without someone to serve and fall into a deep depression. But one Minion named Kevin has a plan, and he-alongside teenage rebel Stuart and lovable little Bob-ventures out into the world to find a new evil boss for his brethren to follow. The trio embarks upon a thrilling journey that ultimately leads them to their next potential master, Scarlet Overkill, the world's first-ever female super-villain. They travel from frigid Antarctica to 1960s New York City, ending in mod London, where they must face their biggest challenge to date: saving all of Minionkind...from annihilation. ",https://www.the-numbers.com/movie/Minions#tab=summary
Joker,2019,335451311,737346539.0,1072797850.0,96202337.0,3.78,55000000.0,7.5,R,122,Thriller/Suspense,Live Action,Contemporary Fiction,Village Roadshow Productions,"Arthur Fleck, is of a man struggling to find his way in Gotham's fractured society. A clown-for-hire by day, he aspires to be a stand-up comic at night...but finds the joke always seems to be on him. Caught in a cyclical existence between apathy and cruelty, Arthur makes one bad decision that brings about a chain reaction of escalating events in this gritty character study.",https://www.the-numbers.com/movie/Joker-(2019)#tab=summary
Aquaman,2018,335061807,808904713.0,1143966520.0,67873522.0,3.78,160000000.0,7.5,PG-13,143,Action,Animation/Live Action,Super Hero,Warner Bros.,"The Origin story of half-human, half-Atlantean Arthur Curry and takes him on the journey of his lifetime—one that will not only force him to face who he really is, but to discover if he is worthy of who he was born to be...a king. ",https://www.the-numbers.com/movie/Aquaman-(2018)#tab=summary
Spider-Man: Homecoming,2017,334201140,545965210.0,880166350.0,117027503.0,3.78,175000000.0,8.0,PG-13,133,Action,Live Action,Super Hero,Marvel Studios,"Thrilled by his experience with the Avengers, Peter returns home, where he lives with his Aunt May, under the watchful eye of his new mentor Tony Stark. Peter tries to fall back into his normal daily routine—distracted by thoughts of proving himself to be more than just your friendly neighborhood Spider-Man—but when the Vulture emerges as a new villain, everything that Peter holds most important will be threatened.",https://www.the-numbers.com/movie/Spider-Man-Homecoming#tab=summary
Alice in Wonderland,2010,334191110,691300000.0,1025491110.0,116101023.0,3.78,200000000.0,7.2,,,,,,,,https://www.the-numbers.com/movie/Alice-in-Wonderland-(2010)#tab=summary
Guardians of the Galaxy,2014,333172112,439600000.0,772772112.0,94320883.0,3.78,170000000.0,9.1,PG-13,121,Action,Animation/Live Action,Super Hero,Marvel Studios,"Adventurer Peter Quill finds himself the object of an unrelenting bounty hunt after stealing a mysterious orb coveted by Ronan, a powerful villain with ambitions that threaten the entire universe. To evade the ever-persistent Ronan, Quill is forced into an uneasy truce with a quartet of disparate misfits—Rocket, a gun-toting raccoon, Groot, a tree-like humanoid, the deadly and enigmatic Gamora and the revenge-driven Drax the Destroyer. But when Quill discovers the true power of the orb and the menace it poses to the cosmos, he must do his best to rally his ragtag rivals for a last, desperate stand—with the galaxy's fate in the balance.",https://www.the-numbers.com/movie/Guardians-of-the-Galaxy#tab=summary
Batman v Superman: Dawn of Justice,2016,330360194,542034897.0,872395091.0,166007347.0,3.78,263000000.0,5.9,PG-13,151,Action,Live Action,Super Hero,Warner Bros.,"Fearing the actions of a god-like super hero left unchecked, Gotham City's own formidable, forceful vigilante takes on Metropolis's most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with each other, a new threat quickly arises, putting mankind in greater danger than it has ever known before.",https://www.the-numbers.com/movie/Batman-v-Superman-Dawn-of-Justice#tab=summary
Forrest Gump,1994,330151138,349687122.0,679838260.0,24450602.0,3.78,55000000.0,23.8,PG-13,142,Drama,Live Action,Historical Fiction,Steve Tisch Productions,,https://www.the-numbers.com/movie/Forrest-Gump#tab=summary
It,2017,328828874,372891173.0,701720047.0,123403419.0,3.78,35000000.0,7.4,R,135,Horror,Live Action,Historical Fiction,Lin Pictures,"When children begin to disappear in the town of Derry, Maine, a group of young kids are faced with their biggest fears when they square off against an evil clown named Pennywise, whose history of murder and violence dates back for centuries. ",https://www.the-numbers.com/movie/It-(2017)#tab=summary
Suicide Squad,2016,325100054,421746840.0,746846894.0,133682248.0,3.78,175000000.0,7.4,PG-13,123,Action,Animation/Live Action,Super Hero,Warner Bros.,"It feels good to be bad... Assemble a team of the world's most dangerous, incarcerated Super Villains, provide them with the most powerful arsenal at the government's disposal, and send them off on a mission to defeat an enigmatic, insuperable entity.  U.S. intelligence officer Amanda Waller has determined only a secretly convened group of disparate, despicable individuals with next to nothing to lose will do.  However, once they realize they weren't picked to succeed but chosen for their patent culpability when they inevitably fail, will the Suicide Squad resolve to die trying, or decide it's every man for himself?",https://www.the-numbers.com/movie/Suicide-Squad#tab=summary
Deadpool 2,2018,324591735,462088822.0,786680557.0,125507153.0,3.78,110000000.0,7.1,R,119,Action,Animation/Live Action,Super Hero,Marvel Studios,"After surviving a near fatal bovine attack, a disfigured cafeteria chef struggles to fulfill his dream of becoming Mayberry's hottest bartender while also learning to cope with his lost sense of taste. Searching to regain his spice for life, as well as a flux capacitor, Wade must battle ninjas, the yakuza, and a pack of sexually aggressive canines, as he journeys around the world to discover the importance of family, friendship, and flavor—finding a new taste for adventure and earning the coveted coffee mug title of World's Best Lover. ",https://www.the-numbers.com/movie/Deadpool-2#tab=summary
Shrek the Third,2007,322719944,484610992.0,807330936.0,121629270.0,3.78,160000000.0,6.7,PG,92,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,,https://www.the-numbers.com/movie/Shrek-the-Third#tab=summary
Transformers,2007,319246193,389026399.0,708272592.0,70502384.0,3.78,151000000.0,6.4,PG-13,142,Action,Animation/Live Action,Science Fiction,DreamWorks Pictures,,https://www.the-numbers.com/movie/Transformers#tab=summary
Iron Man,2008,318604126,266567421.0,585171547.0,102118668.0,3.78,186000000.0,8.0,PG-13,126,Adventure,Live Action,Super Hero,Paramount Pictures,"Tony Stark, a billionaire industrialist and genius inventor is kidnapped and forced to build a devastating weapon. Instead, using his intelligence and ingenuity, Tony builds a high-tech suit of armor and escapes captivity. When he uncovers a nefarious plot with global implications, he dons his powerful armor and vows to protect the world as Iron Man.",https://www.the-numbers.com/movie/Iron-Man#tab=summary
Harry Potter and the Sorcerer's Stone,2001,317871467,657176139.0,975047606.0,90294621.0,3.78,125000000.0,9.8,PG,152,Adventure,Animation/Live Action,Fantasy,Heyday Films,,https://www.the-numbers.com/movie/Harry-Potter-and-the-Sorcerers-Stone#tab=summary
Indiana Jones and the Kingdom of the Crystal Skull,2008,317101119,469534294.0,786635413.0,100137835.0,3.78,185000000.0,7.0,PG-13,123,Adventure,Live Action,Historical Fiction,Lucasfilm,,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Kingdom-of-the-Crystal-Skull#tab=summary
Jumanji: The Next Level,2019,316831246,478526375.0,795357621.0,59251543.0,3.78,125000000.0,9.8,PG-13,123,Adventure,Live Action,Science Fiction,7 Bucks Productions,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored, from the arid deserts to the snowy mountains, in order to escape the world's most dangerous game.",https://www.the-numbers.com/movie/Jumanji-The-Next-Level#tab=summary
The Lord of the Rings: The Fellowship of the Ring,2001,315544750,571666235.0,887210985.0,47211490.0,3.78,109000000.0,11.6,PG-13,179,Adventure,Animation/Live Action,Fantasy,,,https://www.the-numbers.com/movie/Lord-of-the-Rings-The-Fellowship-of-the-Ring-The#tab=summary
Thor: Ragnarok,2017,315058289,538900000.0,853958289.0,122744989.0,3.78,180000000.0,6.5,PG-13,130,Action,Live Action,Super Hero,Marvel Studios,"Thor is imprisoned on the other side of the universe without his mighty hammer and finds himself in a race against time to get back to Asgard to stop Ragnarok—the destruction of his home-world and the end of Asgardian civilization—at the hands of an all-powerful new threat, the ruthless Hela. But first, he must survive a deadly gladiatorial contest that pits him against his former ally and fellow Avenger—the Incredible Hulk! ",https://www.the-numbers.com/movie/Thor-Ragnarok#tab=summary
Iron Man 2,2010,312433331,308723058.0,621156389.0,128122480.0,3.78,170000000.0,6.2,PG-13,125,Action,Live Action,Super Hero,Paramount Pictures,"With the world now aware that he is Iron Man, billionaire inventor Tony Stark faces pressure from all sides to share his technology with the military. He is reluctant to divulge the secrets of his armored suit, fearing the information will fall into the wrong hands. With Pepper Potts and 'Rhodey' Rhodes by his side, Tony must forge new alliances and confront a powerful new enemy.",https://www.the-numbers.com/movie/Iron-Man-2#tab=summary
Star Wars Ep. II: Attack of the Clones,2002,310676740,346018875.0,656695615.0,80027814.0,3.78,115000000.0,7.9,PG,143,Adventure,Animation/Live Action,Science Fiction,Lucasfilm,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars. ",https://www.the-numbers.com/movie/Star-Wars-Ep-II-Attack-of-the-Clones#tab=summary
